nov;0.12646673801141825
computer science;0.11356595515408126
aug;0.10996634712109625
uk;0.10362729129850995
usa;0.10286805163144722
computer;0.10032132807878968
sads;0.09371470721687913
share share;0.09093013394805913
post;0.08223655097735925
university;0.07938889649484927
science;0.07922674393155689
share;0.07866793560420518
share share share;0.07815539371569488
quick link;0.07815539371569488
partial funding;0.07815539371569488
partial;0.07815539371569488
france;0.07732763500746483
australia;0.07589437511225498
undergraduate;0.07573936332497994
asian;0.07336185952661338
quick;0.0713522286532895
exam;0.0713522286532895
science international;0.06493440703853644
germany;0.06493440703853644
sep;0.0636184472246178
international;0.06276690432056728
country;0.0626550461788885
recent;0.06238744902963987
nationality;0.060140872849454935
blog;0.060140872849454935
